ticket_id,created_at,customer_name,plan,subject,body,category,priority,resolution,resolved_at
TK-0352,2024-10-20T07:46:29Z,Horizon Tech,Growth,Bulk operations timing out,"Trying to do bulk updates on 500+ tasks (changing status, assigning to team) and the operation times out every time. The loading spinner goes for about 2 minutes then I get a gateway timeout error. Doing them one by one would take hours. Need this fixed urgently.",performance,high,"Bulk operations over 200 items were hitting the 120s timeout on the API gateway. Two fixes: 1) Changed bulk operations to async processing (job queue) with progress tracking, 2) Increased batch size per API call from 50 to 200. Customer can now bulk-update 500 tasks in ~15s. Job status visible in Settings > Background Jobs.",2024-10-21T02:55:33.288236Z
TK-0355,2024-10-20T14:47:54Z,Pinnacle Health,Growth,Need to update payment method,Our corporate card on file is expiring next month. I need to switch to a new card but the billing settings page keeps timing out when I try to save. I've tried three different browsers. Can someone help me update this before our next billing cycle?,billing,low,Confirmed the payment update form has a known issue with cards requiring 3DS verification. Walked customer through the alternative update flow via Settings > Billing > Manual Update. Card updated successfully.,2024-10-22T10:09:05.334536Z
TK-0358,2024-10-22T06:21:08Z,Evergreen SaaS,Starter,File upload silently fails for files over 10MB,"Trying to upload customer contracts (PDF, typically 15-25MB) and the upload appears to complete but the file never shows up in the document list. No error message. Smaller files under 10MB upload fine. We've tried multiple file types. Evergreen SaaS needs this for our document management workflow.",bug,high,The upload proxy had a 10MB body limit that wasn't surfaced to the UI. Increased limit to 50MB and added proper error messaging for files exceeding the limit. Also added a progress indicator for large uploads. Config: nginx client_max_body_size updated.,2024-10-22T16:04:13.882142Z
TK-0362,2024-10-22T21:58:15Z,Foxglove Logistics,Growth,Date picker showing wrong month on first click,"When I click on any date picker field, it opens to January 2020 instead of the current month. I have to manually scroll forward to get to the right month. This happens everywhere — task due dates, filter date ranges, report parameters. Minor but really annoying.",bug,medium,The date picker library (react-datepicker) initialization was using a stale default. Updated the defaultDate prop to use Date.now(). Verified across all 14 date picker instances in the app. Shipped in v3.14.1.,2024-10-23T03:08:34.235568Z
TK-0364,2024-10-23T03:56:51Z,Velvet Commerce,Growth,Webhook notifications to Slack are delayed by hours,Our Slack webhook integration is delivering notifications with a 2-4 hour delay. Events happen in Steadfast and the Slack messages don't arrive until hours later. We depend on real-time alerts for our operations team. This has been going on for about a week.,integration,high,The Zapier webhook authentication was failing due to an expired API key. Regenerated the API key and updated the Zapier trigger configuration. Webhook events to Zapier should now be processed immediately without authentication failures.,2024-10-24T07:27:22.947442Z
TK-0366,2024-10-24T18:06:51Z,Frostbyte Gaming,Growth,Two-factor auth codes not being sent,Several of our users are not receiving their 2FA codes via SMS when trying to log in. We've verified the phone numbers are correct. This has been happening intermittently for the past 3 days. Some users are completely locked out.,bug,high,SMS delivery issue traced to our Twilio integration — the sending number was flagged as spam by some carriers after a volume spike. Switched to a verified toll-free number and implemented retry logic with fallback to email-based 2FA. All affected users can now log in.,2024-10-25T14:21:36.975515Z
TK-0369,2024-10-25T02:23:09Z,Vanguard Financial,Starter,Would love a dark mode option,We have several developers on our team who work late hours and the bright white interface is tough on the eyes. Is there any plan to add a dark mode? Even a simple theme toggle would be great. Several of our team members have asked about this.,feature_request,medium,Logged as feature request FR-2891. Dark mode is on the Q3 roadmap (currently in design phase). Added customer to the beta notification list. Shared the public roadmap link for tracking.,2024-10-25T23:41:53.260967Z
TK-0372,2024-10-26T05:30:14Z,BrightPath Analytics,Growth,Can't drag and drop tasks in board view,"The kanban board view doesn't allow drag and drop anymore. When I try to move a task to a different column, it snaps back to its original position. This works in list view (I can change status there) but the board interaction is broken. Really frustrating.",bug,low,A CSS z-index conflict with the new toolbar overlay was blocking pointer events on the drag layer. Fixed the stacking context. Also found and fixed a race condition where the optimistic UI update was being overwritten by a stale WebSocket message. Fix in v3.14.3.,2024-10-26T22:33:43.601646Z
TK-0374,2024-10-26T05:42:44Z,Skyward Freight,Growth,Automated reports sending to wrong recipients,Our scheduled weekly report that should go to the management team (distribution list: mgmt@Skyward Freight) is being sent to individual contributors instead. We noticed this started after we updated our team structure last week. Some sensitive data may have been exposed to the wrong people.,bug,medium,The report distribution logic was caching the recipient list and not invalidating on team structure changes. Cleared the cache and added cache-busting on team membership updates. Verified correct recipients for next scheduled send. Recommended customer review who received the misrouted reports.,2024-10-26T20:30:43.295550Z
TK-0377,2024-10-26T05:53:24Z,Cornerstone Digital,Starter,Can't export reports to PDF anymore,"The PDF export feature on the reports page stopped working about a week ago. When I click 'Export to PDF' nothing happens — no download, no error message. I've tried Chrome and Firefox. Other export formats (CSV, XLSX) work fine. This was working before.",bug,medium,Root cause: the PDF rendering service (wkhtmltopdf) was failing silently after a dependency update. Logs showed a missing font package. Reinstalled fonts and restarted the rendering service. PDF exports now working. Added health check for the PDF service.,2024-10-27T15:02:47.851737Z
TK-0380,2024-10-26T15:47:24Z,Sterling Manufacturing,Growth,Discount code not applying at checkout,"Trying to apply the promo code GROW2024 that your sales rep gave us, but it says 'invalid code' at checkout. We were promised 20% off the first year. Can you apply this manually? We want to complete our upgrade today.",billing,low,"Code GROW2024 expired on 2024-12-31. Contacted sales rep (James M.) who confirmed the offer should be honored. Created new code GROW2024-EXT with same terms, valid through 2025-03-31. Customer applied successfully.",2024-10-27T18:17:19.636807Z
TK-0382,2024-10-27T17:32:49Z,Apex Retail Group,Enterprise,Salesforce sync stopped working after update,Our Salesforce integration hasn't synced any data since last Tuesday. We updated Salesforce to their Spring '25 release the day before. No errors showing in the integration dashboard but the last sync timestamp is stuck on March 4. We depend on this for our sales pipeline visibility.,integration,low,Salesforce Spring '25 changed their OAuth token refresh flow. Our integration was using a deprecated endpoint. Updated the Salesforce connector to use the new token endpoint. Triggered a full resync. All records caught up within 2 hours. Added monitoring alert for sync staleness.,2024-10-28T06:17:26.941067Z
